temperature,humidity,vibrations,speed,temperature_status,humidity_status,vibrations_status,speed_status
30.19,66.42,1.43,87.39,LOW,NORMAL,MEDIUM,HIGH
27.43,71.12,1.2,79.04,NORMAL,MEDIUM,LOW,MEDIUM
37.09,70.39,1.2,31.01,MEDIUM,MEDIUM,LOW,NORMAL
25.66,62.26,1.51,74.74,NORMAL,NORMAL,HIGH,MEDIUM
31.3,71.48,1.62,26.3,LOW,MEDIUM,HIGH,NORMAL
26.43,71.93,1.69,62.36,NORMAL,MEDIUM,HIGH,LOW
24.98,63.84,1.36,8.71,NORMAL,NORMAL,MEDIUM,NORMAL
35.98,64.09,1.34,35.97,MEDIUM,NORMAL,MEDIUM,NORMAL
37.19,64.03,1.3,28.6,MEDIUM,NORMAL,LOW,NORMAL
35.76,69.16,1.38,34.46,MEDIUM,LOW,MEDIUM,NORMAL
30.96,74.63,1.68,61.04,LOW,HIGH,HIGH,LOW
24.82,65.93,1.48,82.12,NORMAL,NORMAL,MEDIUM,MEDIUM
32.75,62.14,1.64,93.77,LOW,NORMAL,HIGH,HIGH
26.57,68.59,0.99,51.37,NORMAL,LOW,NORMAL,LOW
24.45,74.82,1.34,49.87,NORMAL,HIGH,MEDIUM,NORMAL
27.04,72.21,1.17,62.57,NORMAL,MEDIUM,LOW,LOW
26.82,72.29,1.06,6.47,NORMAL,MEDIUM,NORMAL,NORMAL
33.45,66.67,1.19,67.59,LOW,NORMAL,LOW,LOW
26.96,72.51,1.07,71.6,NORMAL,MEDIUM,NORMAL,MEDIUM
27.14,72.65,1.67,29.69,NORMAL,MEDIUM,HIGH,NORMAL
39.11,74.4,1.37,80.51,HIGH,HIGH,MEDIUM,MEDIUM
36.66,72,1.56,39.08,MEDIUM,MEDIUM,HIGH,NORMAL
38.86,74.46,0.98,11.16,HIGH,HIGH,NORMAL,NORMAL
33.19,66.73,1.28,20.66,LOW,NORMAL,LOW,NORMAL
37.66,67.8,0.91,15.57,MEDIUM,LOW,NORMAL,NORMAL
34.73,72.27,1.01,5.77,MEDIUM,MEDIUM,NORMAL,NORMAL
29.23,67.97,1.43,90.57,NORMAL,LOW,MEDIUM,HIGH
31.32,73.32,1.62,47.81,LOW,HIGH,HIGH,NORMAL
32.82,71.77,1.62,22.45,LOW,MEDIUM,HIGH,NORMAL
36.58,64.61,1.18,13.86,MEDIUM,NORMAL,LOW,NORMAL
31.7,70.49,1.59,20.09,LOW,MEDIUM,HIGH,NORMAL
37.07,69.74,0.98,56.28,MEDIUM,LOW,NORMAL,LOW
36.97,73.91,0.92,23.89,MEDIUM,HIGH,NORMAL,NORMAL
38.44,63.33,1.66,38.91,HIGH,NORMAL,HIGH,NORMAL
32.96,60.07,1.61,56.02,LOW,NORMAL,HIGH,LOW
27.38,72.42,1.06,36.69,NORMAL,MEDIUM,NORMAL,NORMAL
38.76,63.42,1.1,80.32,HIGH,NORMAL,NORMAL,MEDIUM
36.24,69.61,1.22,73.82,MEDIUM,LOW,LOW,MEDIUM
31.74,63.64,1.62,32.8,LOW,NORMAL,HIGH,NORMAL
24.86,64.83,1.12,26.7,NORMAL,NORMAL,LOW,NORMAL
24.78,67.94,1.55,61.52,NORMAL,LOW,HIGH,LOW
26.54,60.56,1.13,8.6,NORMAL,NORMAL,LOW,NORMAL
34.45,60.76,1.43,6.35,MEDIUM,NORMAL,MEDIUM,NORMAL
33.82,73.46,0.99,38.11,LOW,HIGH,NORMAL,NORMAL
26.12,65.12,1.24,23.04,NORMAL,NORMAL,LOW,NORMAL
28.9,66.65,1.18,97.37,NORMAL,NORMAL,LOW,HIGH
37.1,63.65,1.37,97.67,MEDIUM,NORMAL,MEDIUM,HIGH
27.49,60.18,1.5,27.66,NORMAL,NORMAL,MEDIUM,NORMAL
26.68,72.57,1.67,60.1,NORMAL,MEDIUM,HIGH,LOW
39.71,63.38,1.44,25.82,HIGH,NORMAL,MEDIUM,NORMAL
36.72,74.39,1.29,50.12,MEDIUM,HIGH,LOW,LOW
27.96,62.09,1.26,76.47,NORMAL,NORMAL,LOW,MEDIUM
25.67,66.64,1.64,27.01,NORMAL,NORMAL,HIGH,NORMAL
28.12,63.74,0.99,61.66,NORMAL,NORMAL,NORMAL,LOW
38.93,66.25,1.32,67.07,HIGH,NORMAL,MEDIUM,LOW
32.29,64.16,1.68,95.2,LOW,NORMAL,HIGH,HIGH
36.04,68.32,1.55,6.26,MEDIUM,LOW,HIGH,NORMAL
29.32,67.82,1.67,72.6,NORMAL,LOW,HIGH,MEDIUM
30.57,70.74,1.09,88.53,LOW,MEDIUM,NORMAL,HIGH
35.7,66.88,1.14,64.01,MEDIUM,NORMAL,LOW,LOW
35.27,61.12,1.38,56.2,MEDIUM,NORMAL,MEDIUM,LOW
24.02,66.5,0.96,98.26,NORMAL,NORMAL,NORMAL,HIGH
39.63,68.78,1.42,96.16,HIGH,LOW,MEDIUM,HIGH
38.2,63.36,1.49,6.94,HIGH,NORMAL,MEDIUM,NORMAL
36.99,63.66,1.2,37.82,MEDIUM,NORMAL,LOW,NORMAL
32.19,71.05,1.64,5.65,LOW,MEDIUM,HIGH,NORMAL
34.44,61.28,1.65,34.93,MEDIUM,NORMAL,HIGH,NORMAL
24.91,68.52,1.06,47.32,NORMAL,LOW,NORMAL,NORMAL
25.12,68.31,1.23,6.62,NORMAL,LOW,LOW,NORMAL
38.89,67.04,0.92,32.51,HIGH,LOW,NORMAL,NORMAL
24.99,70.84,1.26,33.93,NORMAL,MEDIUM,LOW,NORMAL
37.29,61.33,1.55,41.92,MEDIUM,NORMAL,HIGH,NORMAL
37.26,72.4,1.66,78.32,MEDIUM,MEDIUM,HIGH,MEDIUM
32.87,64.99,1.12,89.97,LOW,NORMAL,LOW,HIGH
28.08,66.7,1.38,37.43,NORMAL,NORMAL,MEDIUM,NORMAL
34.14,72.41,1.68,50.7,MEDIUM,MEDIUM,HIGH,LOW
29.58,63.88,1.1,10.13,NORMAL,NORMAL,NORMAL,NORMAL
35.73,68.99,1.58,86.45,MEDIUM,LOW,HIGH,HIGH
25.7,74.05,1.22,69.71,NORMAL,HIGH,LOW,LOW
29.53,74.57,0.93,63.91,NORMAL,HIGH,NORMAL,LOW
30.44,65.27,1.23,93.79,LOW,NORMAL,LOW,HIGH
37.58,60.11,1.08,56.63,MEDIUM,NORMAL,NORMAL,LOW
27.9,70.32,1.05,85.16,NORMAL,MEDIUM,NORMAL,HIGH
36.63,60.39,1.21,79.49,MEDIUM,NORMAL,LOW,MEDIUM
35.03,69.48,1.64,35.71,MEDIUM,LOW,HIGH,NORMAL
38.56,61.45,1.54,65.99,HIGH,NORMAL,HIGH,LOW
31.88,60.09,1.62,16.98,LOW,NORMAL,HIGH,NORMAL
29.78,71.78,1.07,62.25,NORMAL,MEDIUM,NORMAL,LOW
28.58,65.54,0.95,16.9,NORMAL,NORMAL,NORMAL,NORMAL
25.37,63.42,1.58,76.45,NORMAL,NORMAL,HIGH,MEDIUM
27.54,70.07,1.64,84.28,NORMAL,MEDIUM,HIGH,MEDIUM
36.72,63.83,1,31.13,MEDIUM,NORMAL,NORMAL,NORMAL
30.11,60.89,1.04,67.11,LOW,NORMAL,NORMAL,LOW
32.27,62.28,1.65,69,LOW,NORMAL,HIGH,LOW
30.53,70.91,1.31,20.75,LOW,MEDIUM,MEDIUM,NORMAL
28.01,60.35,1.52,95.73,NORMAL,NORMAL,HIGH,HIGH
34.18,71.21,1.46,41.85,MEDIUM,MEDIUM,MEDIUM,NORMAL
32.93,69.75,1.53,66.9,LOW,LOW,HIGH,LOW
39.27,61.91,1.45,30.08,HIGH,NORMAL,MEDIUM,NORMAL
39.77,64.07,1.62,20.61,HIGH,NORMAL,HIGH,NORMAL
30.42,70.46,1.42,49.92,LOW,MEDIUM,MEDIUM,NORMAL
31.69,63.77,1.38,60.26,LOW,NORMAL,MEDIUM,LOW
28.86,71.32,1.11,58.97,NORMAL,MEDIUM,LOW,LOW
34.11,61.74,1.07,30.4,MEDIUM,NORMAL,NORMAL,NORMAL
33,71.22,1.1,85.07,LOW,MEDIUM,NORMAL,HIGH
30.29,71.1,1.62,46.95,LOW,MEDIUM,HIGH,NORMAL
39.59,60.16,1.25,27.75,HIGH,NORMAL,LOW,NORMAL
38.32,65.42,0.96,37.87,HIGH,NORMAL,NORMAL,NORMAL
29.28,74.92,1.26,5.37,NORMAL,HIGH,LOW,NORMAL
24.71,71.07,1.43,80.81,NORMAL,MEDIUM,MEDIUM,MEDIUM
38.51,66.94,1.12,44.58,HIGH,NORMAL,LOW,NORMAL
32.44,63.07,1.45,7.34,LOW,NORMAL,MEDIUM,NORMAL
30.92,66.86,0.94,95.4,LOW,NORMAL,NORMAL,HIGH
38.76,72.91,1.47,70.01,HIGH,MEDIUM,MEDIUM,MEDIUM
24.35,63.62,1.68,23.42,NORMAL,NORMAL,HIGH,NORMAL
35.61,66.91,1.52,18.85,MEDIUM,NORMAL,HIGH,NORMAL
33.79,65.8,1.34,72.62,LOW,NORMAL,MEDIUM,MEDIUM
31.16,66.02,0.95,86.72,LOW,NORMAL,NORMAL,HIGH
39.68,72.38,1.07,22.96,HIGH,MEDIUM,NORMAL,NORMAL
38.71,63.15,1.48,79.72,HIGH,NORMAL,MEDIUM,MEDIUM
28.04,71.88,1.7,14.56,NORMAL,MEDIUM,HIGH,NORMAL
36.27,66.56,1.51,17.6,MEDIUM,NORMAL,HIGH,NORMAL
26.6,60.68,0.96,14.78,NORMAL,NORMAL,NORMAL,NORMAL
36.71,70.21,1.47,89.09,MEDIUM,MEDIUM,MEDIUM,HIGH
34.91,72.02,1.04,21.63,MEDIUM,MEDIUM,NORMAL,NORMAL
24.78,61.27,1.47,21.96,NORMAL,NORMAL,MEDIUM,NORMAL
28.3,61.88,1.58,55.38,NORMAL,NORMAL,HIGH,LOW
38.52,73.84,1.22,56.81,HIGH,HIGH,LOW,LOW
31.34,69.48,1.35,76.74,LOW,LOW,MEDIUM,MEDIUM
29.98,60.12,0.94,99.08,NORMAL,NORMAL,NORMAL,HIGH
35.73,69.84,1.23,8.93,MEDIUM,LOW,LOW,NORMAL
28.82,74.88,1.01,53.44,NORMAL,HIGH,NORMAL,LOW
27.37,69.14,0.92,80.95,NORMAL,LOW,NORMAL,MEDIUM
36.76,61.95,0.98,40.03,MEDIUM,NORMAL,NORMAL,NORMAL
34.47,68.69,1.07,34.05,MEDIUM,LOW,NORMAL,NORMAL
36.8,68.2,1.67,68.86,MEDIUM,LOW,HIGH,LOW
38.88,63.25,0.99,64.17,HIGH,NORMAL,NORMAL,LOW
31.23,65.39,1.01,29.32,LOW,NORMAL,NORMAL,NORMAL
29.98,63.2,1.65,61.71,NORMAL,NORMAL,HIGH,LOW
34.54,73.12,1.05,28.81,MEDIUM,HIGH,NORMAL,NORMAL
33.32,74.8,1.01,24.3,LOW,HIGH,NORMAL,NORMAL
30.06,70.88,1.23,25.82,LOW,MEDIUM,LOW,NORMAL
28.1,70.08,1.68,45.38,NORMAL,MEDIUM,HIGH,NORMAL
34.99,70.95,1.42,73.31,MEDIUM,MEDIUM,MEDIUM,MEDIUM
25.38,67.19,1.04,26.26,NORMAL,LOW,NORMAL,NORMAL
31.67,71.65,1.53,9.44,LOW,MEDIUM,HIGH,NORMAL
27.92,61.53,1.24,90.29,NORMAL,NORMAL,LOW,HIGH
26.41,61.47,1.1,47.7,NORMAL,NORMAL,NORMAL,NORMAL
39.01,66.54,1.52,87.05,HIGH,NORMAL,HIGH,HIGH
32.18,61.98,1.14,10.12,LOW,NORMAL,LOW,NORMAL
31.67,64.66,1.38,75.31,LOW,NORMAL,MEDIUM,MEDIUM
34.01,71.3,1.37,98.79,MEDIUM,MEDIUM,MEDIUM,HIGH
34.63,72.56,1.58,74.48,MEDIUM,MEDIUM,HIGH,MEDIUM
37.08,68.97,1.54,5.03,MEDIUM,LOW,HIGH,NORMAL
27.87,65.85,1.66,49.29,NORMAL,NORMAL,HIGH,NORMAL
27.82,70.24,1.28,42.6,NORMAL,MEDIUM,LOW,NORMAL
29.29,62.19,1.13,47.06,NORMAL,NORMAL,LOW,NORMAL
25.91,70.81,1.13,99.86,NORMAL,MEDIUM,LOW,HIGH
26.53,62.3,1.07,29.74,NORMAL,NORMAL,NORMAL,NORMAL
36.74,66.62,1.54,82.63,MEDIUM,NORMAL,HIGH,MEDIUM
33.27,61.37,1.04,35.8,LOW,NORMAL,NORMAL,NORMAL
29.58,74.67,1.6,74.24,NORMAL,HIGH,HIGH,MEDIUM
27.42,74.85,1.36,49.03,NORMAL,HIGH,MEDIUM,NORMAL
29,74.52,1.22,97.29,NORMAL,HIGH,LOW,HIGH
24.56,74.82,1.37,28.71,NORMAL,HIGH,MEDIUM,NORMAL
27.09,72.05,0.95,15.28,NORMAL,MEDIUM,NORMAL,NORMAL
25.82,62.59,1.37,21.32,NORMAL,NORMAL,MEDIUM,NORMAL
28.23,61.81,1.47,83.52,NORMAL,NORMAL,MEDIUM,MEDIUM
28.47,73.35,1.34,70.18,NORMAL,HIGH,MEDIUM,MEDIUM
26.54,73.55,1.26,66.67,NORMAL,HIGH,LOW,LOW
38.35,70.96,1.5,96.75,HIGH,MEDIUM,MEDIUM,HIGH
25.34,63.35,1.23,55.81,NORMAL,NORMAL,LOW,LOW
30.13,74.72,1.18,99.15,LOW,HIGH,LOW,HIGH
27.05,64,1.59,82.24,NORMAL,NORMAL,HIGH,MEDIUM
24.87,67.79,1.57,19.06,NORMAL,LOW,HIGH,NORMAL
35.48,62.95,1.15,52.3,MEDIUM,NORMAL,LOW,LOW
39.28,70.91,1.08,20.13,HIGH,MEDIUM,NORMAL,NORMAL
30.21,67.24,1.06,62.99,LOW,LOW,NORMAL,LOW
24.21,68.38,1.4,89.64,NORMAL,LOW,MEDIUM,HIGH
30.91,68.62,1.31,72.4,LOW,LOW,MEDIUM,MEDIUM
27.08,61.4,1.57,11.63,NORMAL,NORMAL,HIGH,NORMAL
30.95,73.56,1.28,83.16,LOW,HIGH,LOW,MEDIUM
29.37,64.45,1.32,33.89,NORMAL,NORMAL,MEDIUM,NORMAL
29.56,69.42,1.11,49.4,NORMAL,LOW,LOW,NORMAL
24.94,69.77,1.39,57.5,NORMAL,LOW,MEDIUM,LOW
28.04,73.97,1.32,70.37,NORMAL,HIGH,MEDIUM,MEDIUM
39.92,63.94,1.65,96.41,HIGH,NORMAL,HIGH,HIGH
31.56,64.83,1.56,20.11,LOW,NORMAL,HIGH,NORMAL
27.64,68.15,1.37,44.96,NORMAL,LOW,MEDIUM,NORMAL
27.02,69.13,1.68,37.95,NORMAL,LOW,HIGH,NORMAL
35.02,61.07,0.94,26.41,MEDIUM,NORMAL,NORMAL,NORMAL
24.35,70.44,1.53,87.53,NORMAL,MEDIUM,HIGH,HIGH
34.05,67.48,1,23.42,MEDIUM,LOW,NORMAL,NORMAL
37.8,64.16,1.04,63.39,MEDIUM,NORMAL,NORMAL,LOW
37.24,60.59,1.45,53.84,MEDIUM,NORMAL,MEDIUM,LOW
28.2,70.57,1.41,63.09,NORMAL,MEDIUM,MEDIUM,LOW
32.67,69.13,1.29,31.8,LOW,LOW,LOW,NORMAL
37.44,67.23,1.47,16.27,MEDIUM,LOW,MEDIUM,NORMAL
34.61,65.64,1.56,61.08,MEDIUM,NORMAL,HIGH,LOW
32.78,73.8,0.95,35.52,LOW,HIGH,NORMAL,NORMAL
27.77,64.55,1.12,53.4,NORMAL,NORMAL,LOW,LOW
31.83,72.73,0.97,6.58,LOW,MEDIUM,NORMAL,NORMAL
24.38,60.81,0.95,26.52,NORMAL,NORMAL,NORMAL,NORMAL
38.23,65.4,1.53,38.81,HIGH,NORMAL,HIGH,NORMAL
33.41,66.1,1.5,81.9,LOW,NORMAL,MEDIUM,MEDIUM
25.46,64.77,1.44,37.74,NORMAL,NORMAL,MEDIUM,NORMAL
28.38,71.08,1.34,38.25,NORMAL,MEDIUM,MEDIUM,NORMAL
36.11,71.81,1.33,25.57,MEDIUM,MEDIUM,MEDIUM,NORMAL
28.36,61.36,1.01,76.45,NORMAL,NORMAL,NORMAL,MEDIUM
32.6,64.85,1.34,30.12,LOW,NORMAL,MEDIUM,NORMAL
35.44,61.41,1,78.52,MEDIUM,NORMAL,NORMAL,MEDIUM
29.52,61.33,1.43,41.78,NORMAL,NORMAL,MEDIUM,NORMAL
25.73,71.3,1.54,85.67,NORMAL,MEDIUM,HIGH,HIGH
30.11,66.23,1.16,18.78,LOW,NORMAL,LOW,NORMAL
37.53,61.15,1.44,73.99,MEDIUM,NORMAL,MEDIUM,MEDIUM
25.72,66.86,1.42,14.86,NORMAL,NORMAL,MEDIUM,NORMAL
39.11,68.75,1.31,97.37,HIGH,LOW,MEDIUM,HIGH
32.75,73.07,1.13,13.81,LOW,HIGH,LOW,NORMAL
32.93,72.19,1.47,95.93,LOW,MEDIUM,MEDIUM,HIGH
31.37,74.13,1.22,85.74,LOW,HIGH,LOW,HIGH
37.18,67.88,0.91,63.14,MEDIUM,LOW,NORMAL,LOW
37.7,60.79,1.34,53.78,MEDIUM,NORMAL,MEDIUM,LOW
28.03,61.69,1.12,43.49,NORMAL,NORMAL,LOW,NORMAL
29.56,62.66,1.28,10.96,NORMAL,NORMAL,LOW,NORMAL
39.87,68.17,1.16,7.07,HIGH,LOW,LOW,NORMAL
36.37,72.37,1.23,74.22,MEDIUM,MEDIUM,LOW,MEDIUM
31.42,70.1,1.34,93.91,LOW,MEDIUM,MEDIUM,HIGH
26.74,67.95,1.13,99.2,NORMAL,LOW,LOW,HIGH
38.85,60.85,0.94,88.94,HIGH,NORMAL,NORMAL,HIGH
34.31,65.54,1.04,87.62,MEDIUM,NORMAL,NORMAL,HIGH
32.02,71.37,1.14,80.57,LOW,MEDIUM,LOW,MEDIUM
31.07,61.53,1.4,82.14,LOW,NORMAL,MEDIUM,MEDIUM
34.46,71.03,1.28,86.59,MEDIUM,MEDIUM,LOW,HIGH
35.39,73.69,0.98,45.97,MEDIUM,HIGH,NORMAL,NORMAL
24.95,72.06,1.66,40.08,NORMAL,MEDIUM,HIGH,NORMAL
35.61,63.84,1.38,57.86,MEDIUM,NORMAL,MEDIUM,LOW
36.57,62.72,1.39,5.58,MEDIUM,NORMAL,MEDIUM,NORMAL
38.73,60.34,0.97,32.41,HIGH,NORMAL,NORMAL,NORMAL
33.48,66.5,1.1,75.82,LOW,NORMAL,NORMAL,MEDIUM
28.96,69.77,1.16,94.6,NORMAL,LOW,LOW,HIGH
33.42,71.8,1.34,59.59,LOW,MEDIUM,MEDIUM,LOW
27.39,66.21,1.52,25.01,NORMAL,NORMAL,HIGH,NORMAL
30.98,73.15,1.55,39.64,LOW,HIGH,HIGH,NORMAL
39.46,60.19,0.92,5.61,HIGH,NORMAL,NORMAL,NORMAL
28.23,63.74,0.97,77.32,NORMAL,NORMAL,NORMAL,MEDIUM
25.26,68.15,1.19,38,NORMAL,LOW,LOW,NORMAL
27.78,69.21,1.47,99.16,NORMAL,LOW,MEDIUM,HIGH
25.27,71.34,1.14,99.06,NORMAL,MEDIUM,LOW,HIGH
33.34,63.86,1.21,93.43,LOW,NORMAL,LOW,HIGH
38.61,61,1.27,70.43,HIGH,NORMAL,LOW,MEDIUM
25.68,67.35,0.94,25.02,NORMAL,LOW,NORMAL,NORMAL
38.89,71.01,0.9,26.24,HIGH,MEDIUM,NORMAL,NORMAL
34.52,68.94,1.61,84.61,MEDIUM,LOW,HIGH,MEDIUM
26.78,65.07,1.28,43.16,NORMAL,NORMAL,LOW,NORMAL
31,68.03,0.93,25.26,LOW,LOW,NORMAL,NORMAL
37.75,61.94,1.32,49.55,MEDIUM,NORMAL,MEDIUM,NORMAL
34.78,62.83,0.91,64.57,MEDIUM,NORMAL,NORMAL,LOW
37.31,67.26,1.61,56.48,MEDIUM,LOW,HIGH,LOW
26.53,63.08,1.62,20.27,NORMAL,NORMAL,HIGH,NORMAL
27.47,69.88,1.15,80.49,NORMAL,LOW,LOW,MEDIUM
25.75,74.66,1.58,54.43,NORMAL,HIGH,HIGH,LOW
29.97,70.18,1.59,48.65,NORMAL,MEDIUM,HIGH,NORMAL
26.02,64.83,0.93,37.33,NORMAL,NORMAL,NORMAL,NORMAL
28.17,64.88,1.47,14.88,NORMAL,NORMAL,MEDIUM,NORMAL
38.93,65.08,1.07,83.91,HIGH,NORMAL,NORMAL,MEDIUM
34.24,66.24,1.42,36.59,MEDIUM,NORMAL,MEDIUM,NORMAL
29.34,74.78,1.3,8.67,NORMAL,HIGH,LOW,NORMAL
27.01,60.37,1.7,90.06,NORMAL,NORMAL,HIGH,HIGH
37,71.28,1.02,65.47,MEDIUM,MEDIUM,NORMAL,LOW
31.27,63.36,1.13,8.18,LOW,NORMAL,LOW,NORMAL
34.19,72.59,1.29,40.68,MEDIUM,MEDIUM,LOW,NORMAL
29.21,72.84,0.95,84.6,NORMAL,MEDIUM,NORMAL,MEDIUM
29.93,61.62,1.2,70.25,NORMAL,NORMAL,LOW,MEDIUM
28.12,63.3,1.17,45.8,NORMAL,NORMAL,LOW,NORMAL
33.2,65.64,1.63,83.75,LOW,NORMAL,HIGH,MEDIUM
34.35,74.46,1.35,8.06,MEDIUM,HIGH,MEDIUM,NORMAL
31.21,67.61,1.63,72.15,LOW,LOW,HIGH,MEDIUM
39.62,67.04,1.31,57.77,HIGH,LOW,MEDIUM,LOW
30.39,71.02,1.62,85.62,LOW,MEDIUM,HIGH,HIGH
37.17,60.42,1.11,77.47,MEDIUM,NORMAL,LOW,MEDIUM
37.88,64.85,1.37,85.26,MEDIUM,NORMAL,MEDIUM,HIGH
39.26,72.19,1.38,42.72,HIGH,MEDIUM,MEDIUM,NORMAL
36.61,74.92,1.2,39.35,MEDIUM,HIGH,LOW,NORMAL
39.04,61.43,1.59,42.25,HIGH,NORMAL,HIGH,NORMAL
25.39,68.1,1.52,62.61,NORMAL,LOW,HIGH,LOW
31.96,63.45,1.2,93.99,LOW,NORMAL,LOW,HIGH
32.35,67.27,1.08,41.79,LOW,LOW,NORMAL,NORMAL
32.08,72.88,1.4,14.59,LOW,MEDIUM,MEDIUM,NORMAL
24.42,74.6,1.23,85.78,NORMAL,HIGH,LOW,HIGH
34.04,72.24,1.31,99.07,MEDIUM,MEDIUM,MEDIUM,HIGH
39.68,67.23,1.05,72.43,HIGH,LOW,NORMAL,MEDIUM
29.81,67.34,1.68,91.11,NORMAL,LOW,HIGH,HIGH
29.36,72.77,1.21,68.83,NORMAL,MEDIUM,LOW,LOW
34.76,74.1,1.12,98.3,MEDIUM,HIGH,LOW,HIGH
38.63,68.85,1.05,43.97,HIGH,LOW,NORMAL,NORMAL
35.98,63.19,1.11,71.47,MEDIUM,NORMAL,LOW,MEDIUM
35.84,73.12,1.58,23.37,MEDIUM,HIGH,HIGH,NORMAL
34.28,68.71,0.92,80.05,MEDIUM,LOW,NORMAL,MEDIUM
36.64,60.35,1.63,10.9,MEDIUM,NORMAL,HIGH,NORMAL
34.34,67.31,1.15,91.36,MEDIUM,LOW,LOW,HIGH
33.93,72.93,1.17,7.68,LOW,MEDIUM,LOW,NORMAL
36.24,61.97,1.62,68.39,MEDIUM,NORMAL,HIGH,LOW
34.86,62.08,1.49,84.76,MEDIUM,NORMAL,MEDIUM,MEDIUM
30.37,72.31,0.97,28.27,LOW,MEDIUM,NORMAL,NORMAL
29.43,60.03,1.02,99.75,NORMAL,NORMAL,NORMAL,HIGH
34.04,60.94,1.63,5.02,MEDIUM,NORMAL,HIGH,NORMAL
37.38,72.98,1.05,86.89,MEDIUM,MEDIUM,NORMAL,HIGH
39.49,61.84,1.5,72.74,HIGH,NORMAL,MEDIUM,MEDIUM
32.74,67.15,1.58,82.11,LOW,LOW,HIGH,MEDIUM
36.55,70.42,1.4,54.62,MEDIUM,MEDIUM,MEDIUM,LOW
26.54,60.63,1.37,5.78,NORMAL,NORMAL,MEDIUM,NORMAL
31.92,67.23,1.57,25.23,LOW,LOW,HIGH,NORMAL
35.26,64.16,1.68,86.35,MEDIUM,NORMAL,HIGH,HIGH
38.77,63.39,1.06,15.45,HIGH,NORMAL,NORMAL,NORMAL
33.21,66.91,1.59,50.21,LOW,NORMAL,HIGH,LOW
34.09,63.79,1.1,42.06,MEDIUM,NORMAL,NORMAL,NORMAL
34.25,71.69,1.18,8.03,MEDIUM,MEDIUM,LOW,NORMAL
26.46,61.03,1.08,97.82,NORMAL,NORMAL,NORMAL,HIGH
35.17,74.11,1.37,71.04,MEDIUM,HIGH,MEDIUM,MEDIUM
30.27,67.01,1.65,78.1,LOW,LOW,HIGH,MEDIUM
30.8,62.22,1.11,72.76,LOW,NORMAL,LOW,MEDIUM
25.01,62.02,1.09,50.43,NORMAL,NORMAL,NORMAL,LOW
38.61,61.65,0.97,84.11,HIGH,NORMAL,NORMAL,MEDIUM
34.03,73.22,1.56,51.43,MEDIUM,HIGH,HIGH,LOW
33.11,62.66,1.16,5.19,LOW,NORMAL,LOW,NORMAL
38.75,63.7,1.08,98.23,HIGH,NORMAL,NORMAL,HIGH
31.99,60.82,1.44,33.29,LOW,NORMAL,MEDIUM,NORMAL
38.34,62.16,1.59,12.3,HIGH,NORMAL,HIGH,NORMAL
35.79,63.17,1.13,80.42,MEDIUM,NORMAL,LOW,MEDIUM
27.72,73.5,1.05,31.53,NORMAL,HIGH,NORMAL,NORMAL
25.91,69.56,1.24,92.99,NORMAL,LOW,LOW,HIGH
25.4,62.9,1.24,22.19,NORMAL,NORMAL,LOW,NORMAL
26.2,60.54,1.32,67.08,NORMAL,NORMAL,MEDIUM,LOW
32.23,63.18,1.07,41.07,LOW,NORMAL,NORMAL,NORMAL
25.51,66.52,1.6,81.12,NORMAL,NORMAL,HIGH,MEDIUM
30.46,60.55,1.44,30.23,LOW,NORMAL,MEDIUM,NORMAL
35.15,60.41,1.43,14.81,MEDIUM,NORMAL,MEDIUM,NORMAL
38.95,61.02,1.28,70.06,HIGH,NORMAL,LOW,MEDIUM
38.46,74.73,1.39,36.37,HIGH,HIGH,MEDIUM,NORMAL
29.49,69.53,1.35,41.15,NORMAL,LOW,MEDIUM,NORMAL
31.26,66.76,1.04,85.99,LOW,NORMAL,NORMAL,HIGH
38.71,62.66,0.92,59.61,HIGH,NORMAL,NORMAL,LOW
26.33,72.17,1.63,93.48,NORMAL,MEDIUM,HIGH,HIGH
30.94,73.99,1.21,30.33,LOW,HIGH,LOW,NORMAL
28.94,62.03,1.28,97.93,NORMAL,NORMAL,LOW,HIGH
38.78,72.21,1.1,46.51,HIGH,MEDIUM,NORMAL,NORMAL
25.18,74.93,1.62,82.61,NORMAL,HIGH,HIGH,MEDIUM
30.67,66.57,1.12,34.69,LOW,NORMAL,LOW,NORMAL
24.43,67.54,1.56,87.83,NORMAL,LOW,HIGH,HIGH
38.24,70.01,1.33,80.36,HIGH,MEDIUM,MEDIUM,MEDIUM
32.36,67.31,1.55,23.92,LOW,LOW,HIGH,NORMAL
30.83,73.06,1.55,89.82,LOW,HIGH,HIGH,HIGH
33.12,62.59,1.27,60.99,LOW,NORMAL,LOW,LOW
29.88,67.49,1.05,64.27,NORMAL,LOW,NORMAL,LOW
30.62,63.2,0.92,25.96,LOW,NORMAL,NORMAL,NORMAL
32.84,67.96,1.51,44.13,LOW,LOW,HIGH,NORMAL
31.07,72.69,1.51,19.52,LOW,MEDIUM,HIGH,NORMAL
28.93,63.25,1.49,81.99,NORMAL,NORMAL,MEDIUM,MEDIUM
32.72,68.35,1.38,31.59,LOW,LOW,MEDIUM,NORMAL
28.59,61.07,1.26,65.08,NORMAL,NORMAL,LOW,LOW
29.8,69.46,1.61,41.47,NORMAL,LOW,HIGH,NORMAL
39.31,64.88,1.59,14.99,HIGH,NORMAL,HIGH,NORMAL
